pointNum,X_target,Y_target,X_real,Y_real
0.000000,-55.277300,527.204800,-60.067200,851.166803
1.000000,-50.277325,527.188872,-55.075180,851.157511
2.000000,-45.277351,527.172944,-50.075158,851.146233
3.000000,-40.277376,527.157015,-45.079151,851.143947
4.000000,-35.277401,527.141087,-40.083128,851.132662
5.000000,-30.277427,527.125159,-35.088112,851.125375
6.000000,-25.277452,527.109231,-30.088100,851.120097
7.000000,-20.277478,527.093302,-25.091086,851.113813
8.000000,-15.277503,527.077374,-20.093065,851.103531
9.000000,-10.277528,527.061446,-15.095056,851.100249
10.000000,-5.277554,527.045518,-10.095038,851.091971
11.000000,-0.277579,527.029589,-5.097024,851.085689
12.000000,4.722396,527.013661,-0.097010,851.079411
13.000000,9.722370,526.997733,4.900009,851.070127
14.000000,14.722345,526.981805,9.902019,851.065853
15.000000,19.722319,526.965876,14.904037,851.057578
16.000000,24.722294,526.949948,19.900051,851.051292
17.000000,29.722269,526.934020,24.901067,851.044016
18.000000,34.722243,526.918092,29.904081,851.037743
19.000000,39.722218,526.902163,34.903095,851.031463
20.000000,44.722193,526.886235,39.904107,851.026186
21.000000,49.722167,526.870307,44.904126,851.016908
22.000000,54.722142,526.854379,49.908140,851.010637
23.000000,64.722091,526.822522,59.912167,850.999087
24.000000,69.722066,526.806594,64.910188,850.988805
25.000000,74.722040,526.790666,69.912198,850.984530
26.000000,79.722015,526.774737,74.917209,850.980261
27.000000,84.721990,526.758809,79.913228,850.970975
28.000000,94.721939,526.726953,89.919253,850.960429
29.000000,99.721914,526.711025,94.926265,850.955163
30.000000,104.721888,526.695096,99.920284,850.945874
31.000000,109.721863,526.679168,104.930289,850.944613
32.000000,114.721837,526.663240,109.930300,850.940335
33.000000,119.721812,526.647312,114.927323,850.929052
34.000000,124.721787,526.631383,119.934331,850.925785
35.000000,129.721761,526.615455,124.939351,850.916516
36.000000,134.721736,526.599527,129.939356,850.915237
37.000000,139.721711,526.583599,134.941370,850.908963
38.000000,144.721685,526.567670,139.939386,850.901681
39.000000,149.721660,526.551742,144.941402,850.894406
