pointNum,X_target,Y_target,X_real,Y_real
0.000000,-55.277300,527.204800,-256.125644,688.615263
1.000000,-50.277325,527.188872,-251.133793,688.571140
2.000000,-45.277351,527.172944,-246.133953,688.524976
3.000000,-40.277376,527.157015,-241.138065,688.487832
4.000000,-35.277401,527.141087,-236.142225,688.441688
5.000000,-30.277427,527.125159,-231.147363,688.399550
6.000000,-25.277452,527.109231,-226.147492,688.359385
7.000000,-20.277478,527.093302,-221.150625,688.318236
8.000000,-15.277503,527.077374,-216.152779,688.273082
9.000000,-10.277528,527.061446,-211.154897,688.234928
10.000000,-5.277554,527.045518,-206.155041,688.191763
11.000000,-0.277579,527.029589,-201.157175,688.150609
12.000000,4.722396,527.013661,-196.157308,688.109444
13.000000,9.722370,526.997733,-191.160457,688.065295
14.000000,14.722345,526.981805,-186.158580,688.026120
15.000000,19.722319,526.965876,-181.156724,687.982945
16.000000,24.722294,526.949948,-176.160858,687.941801
17.000000,29.722269,526.934020,-171.159996,687.899631
18.000000,34.722243,526.918092,-166.157130,687.858451
19.000000,39.722218,526.902163,-161.158263,687.817292
20.000000,44.722193,526.886235,-156.157391,687.777122
21.000000,49.722167,526.870307,-151.157541,687.732957
22.000000,54.722142,526.854379,-146.153674,687.691772
23.000000,64.722091,526.822522,-136.149936,687.610421
24.000000,69.722066,526.806594,-131.152090,687.565267
25.000000,74.722040,526.790666,-126.150213,687.526092
26.000000,79.722015,526.774737,-121.145336,687.486901
27.000000,84.721990,526.758809,-116.149485,687.442757
28.000000,94.721939,526.726953,-106.143742,687.362397
29.000000,99.721914,526.711025,-101.136870,687.322195
30.000000,104.721888,526.695096,-96.143019,687.278062
31.000000,109.721863,526.679168,-91.133127,687.241845
32.000000,114.721837,526.663240,-86.133250,687.202680
33.000000,119.721812,526.647312,-81.136409,687.156532
34.000000,124.721787,526.631383,-76.129527,687.118330
35.000000,129.721761,526.615455,-71.124676,687.074139
36.000000,134.721736,526.599527,-66.124784,687.037975
37.000000,139.721711,526.583599,-61.122917,686.996800
38.000000,144.721685,526.567670,-56.125056,686.954645
39.000000,149.721660,526.551742,-51.123195,686.912470
40.000000,154.721634,526.535814,-46.118328,686.871279
41.000000,159.721609,526.519886,-41.119451,686.832120
42.000000,164.721584,526.503957,-36.121590,686.789966
43.000000,169.721558,526.488029,-31.119713,686.750791
44.000000,174.721533,526.472101,-26.118836,686.711621
45.000000,179.721508,526.456173,-21.118964,686.671456
46.000000,189.721457,526.424316,-11.122247,686.586142
47.000000,-55.261372,532.204775,-256.083449,693.615097
48.000000,-50.261397,532.188846,-251.092625,693.565980
49.000000,-45.261423,532.172918,-246.099748,693.526852
50.000000,-40.261448,532.156990,-241.099897,693.482687
51.000000,-35.261473,532.141062,-236.102025,693.442533
52.000000,-30.261499,532.125133,-231.110174,693.398410
53.000000,-25.261524,532.109205,-226.107308,693.357230
54.000000,-20.261549,532.093277,-221.108446,693.315070
55.000000,-15.261575,532.077349,-216.107574,693.274900
56.000000,-10.261600,532.061420,-211.114708,693.233772
57.000000,-5.261625,532.045492,-206.114841,693.192608
58.000000,-0.261651,532.029564,-201.116990,693.148453
59.000000,4.738324,532.013636,-196.119119,693.108299
60.000000,9.738298,531.997707,-191.118268,693.064129
61.000000,14.738273,531.981779,-186.116391,693.024954
62.000000,19.738248,531.965851,-181.116540,692.980790
63.000000,24.738222,531.949923,-176.122679,692.938656
64.000000,29.738197,531.933995,-171.117812,692.897466
65.000000,34.738172,531.918066,-166.116961,692.853296
66.000000,39.738146,531.902138,-161.117074,692.816131
67.000000,44.738121,531.886210,-156.117202,692.775966
68.000000,49.738095,531.870282,-151.116357,692.730797
69.000000,54.738070,531.854353,-146.117495,692.688637
70.000000,59.738045,531.838425,-141.110608,692.651436
71.000000,64.738019,531.822497,-136.109757,692.607266
72.000000,69.737994,531.806569,-131.111896,692.565112
73.000000,74.737969,531.790640,-126.108029,692.523926
74.000000,79.737943,531.774712,-121.106131,692.488751
75.000000,84.737918,531.758784,-116.106286,692.443586
76.000000,89.737892,531.742856,-111.104430,692.400411
77.000000,94.737867,531.726927,-106.102547,692.362236
78.000000,99.737842,531.710999,-101.098676,692.322050
79.000000,104.737816,531.695071,-96.096825,692.277875
80.000000,109.737791,531.679143,-91.096958,692.236711
81.000000,114.737766,531.663214,-86.096076,692.198541
82.000000,119.737740,531.647286,-81.096220,692.155376
83.000000,124.737715,531.631358,-76.089327,692.119175
84.000000,129.737690,531.615430,-71.087466,692.077000
85.000000,134.737664,531.599501,-66.085584,692.038824
86.000000,139.737639,531.583573,-61.081728,691.995639
87.000000,144.737613,531.567645,-56.083877,691.951485
88.000000,149.737588,531.551717,-51.083990,691.914320
89.000000,154.737563,531.535789,-46.081118,691.874140
90.000000,159.737537,531.519860,-41.080246,691.833970
91.000000,164.737512,531.503932,-36.080395,691.789805
92.000000,169.737487,531.488004,-31.080534,691.747640
93.000000,174.737461,531.472076,-26.080636,691.712476
94.000000,179.737436,531.456147,-21.080780,691.669311
95.000000,184.737410,531.440219,-16.082919,691.627157
96.000000,-45.245494,537.172893,-246.057558,698.525686
97.000000,-40.245520,537.156965,-241.060697,698.483537
98.000000,-30.245570,537.125108,-231.062964,698.401218
99.000000,-25.245596,537.109180,-226.066118,698.356069
100.000000,-20.245621,537.093252,-221.070252,698.314925
101.000000,-15.245646,537.077323,-216.075406,698.269787
