pointNum,X_target,Y_target,X_real,Y_real
0.000000,-55.277300,527.204800,-263.554472,851.117829
1.000000,-50.277325,527.188872,-258.562449,851.112890
2.000000,-45.277351,527.172944,-253.562421,851.105973
3.000000,-40.277376,527.157015,-248.566416,851.108045
4.000000,-35.277401,527.141087,-243.570387,851.101117
5.000000,-30.277427,527.125159,-238.575369,851.098187
6.000000,-25.277452,527.109231,-233.575357,851.097269
7.000000,-20.277478,527.093302,-228.578341,851.095344
8.000000,-15.277503,527.077374,-223.580316,851.089421
9.000000,-10.277528,527.061446,-218.582308,851.090498
10.000000,-5.277554,527.045518,-213.582287,851.086581
11.000000,-0.277579,527.029589,-208.584272,851.084658
12.000000,4.722396,527.013661,-203.584257,851.082741
13.000000,9.722370,526.997733,-198.587234,851.077815
14.000000,14.722345,526.981805,-193.585224,851.077903
15.000000,19.722319,526.965876,-188.583203,851.073991
16.000000,24.722294,526.949948,-183.587188,851.072063
17.000000,29.722269,526.934020,-178.586170,851.069148
18.000000,34.722243,526.918092,-173.583154,851.067238
19.000000,39.722218,526.902163,-168.584139,851.065318
20.000000,44.722193,526.886235,-163.583126,851.064404
21.000000,49.722167,526.870307,-158.583103,851.059486
22.000000,54.722142,526.854379,-153.579088,851.057579
23.000000,64.722091,526.822522,-143.575060,851.054755
24.000000,69.722066,526.806594,-138.577034,851.048832
25.000000,74.722040,526.790666,-133.575024,851.048920
26.000000,79.722015,526.774737,-128.570014,851.049015
27.000000,84.721990,526.758809,-123.573991,851.044087
28.000000,94.721939,526.726953,-113.567965,851.042268
29.000000,99.721914,526.711025,-108.560953,851.041369
30.000000,104.721888,526.695096,-103.566929,851.036436
31.000000,109.721863,526.679168,-98.556927,851.039544
32.000000,114.721837,526.663240,-93.556917,851.039627
33.000000,119.721812,526.647312,-88.559889,851.032702
34.000000,124.721787,526.631383,-83.552881,851.033802
35.000000,129.721761,526.615455,-78.547858,851.028898
36.000000,134.721736,526.599527,-73.547856,851.031981
37.000000,139.721711,526.583599,-68.545841,851.030068
38.000000,144.721685,526.567670,-63.547823,851.027146
39.000000,149.721660,526.551742,-58.545805,851.024233
40.000000,154.721634,526.535814,-53.540789,851.022329
41.000000,159.721609,526.519886,-48.541779,851.022409
42.000000,164.721584,526.503957,-43.543761,851.019486
43.000000,169.721558,526.488029,-38.541751,851.019574
44.000000,174.721533,526.472101,-33.540741,851.019659
45.000000,179.721508,526.456173,-28.540728,851.018742
46.000000,189.721457,526.424316,-18.543690,851.011899
47.000000,-55.261372,532.204775,-263.551570,856.117860
48.000000,-50.261397,532.188846,-258.560534,856.107919
49.000000,-45.261423,532.172918,-253.567523,856.107984
50.000000,-40.261448,532.156990,-248.567500,856.103066
51.000000,-35.261473,532.141062,-243.569487,856.102143
52.000000,-30.261499,532.125133,-238.577464,856.097205
53.000000,-25.261524,532.109205,-233.574449,856.095295
54.000000,-20.261549,532.093277,-228.575431,856.092375
55.000000,-15.261575,532.077349,-223.574418,856.091460
56.000000,-10.261600,532.061420,-218.581403,856.089525
57.000000,-5.261625,532.045492,-213.581388,856.087607
58.000000,-0.261651,532.029564,-208.583364,856.082684
59.000000,4.738324,532.013636,-203.585352,856.081762
60.000000,9.738298,531.997707,-198.584329,856.076847
61.000000,14.738273,531.981779,-193.582318,856.076935
62.000000,19.738248,531.965851,-188.582295,856.072017
63.000000,24.738222,531.949923,-183.588277,856.069084
64.000000,29.738197,531.933995,-178.583262,856.067180
65.000000,34.738172,531.918066,-173.582239,856.062265
66.000000,39.738146,531.902138,-168.582234,856.064347
67.000000,44.738121,531.886210,-163.582221,856.063430
68.000000,49.738095,531.870282,-158.581195,856.057515
69.000000,54.738070,531.854353,-153.582177,856.054595
70.000000,59.738045,531.838425,-148.575173,856.056696
71.000000,64.738019,531.822497,-143.574149,856.051781
72.000000,69.737994,531.806569,-138.576132,856.048858
73.000000,74.737969,531.790640,-133.572116,856.046951
74.000000,79.737943,531.774712,-128.570117,856.051039
75.000000,84.737918,531.758784,-123.570091,856.045121
76.000000,89.737892,531.742856,-118.568070,856.041209
77.000000,94.737867,531.726927,-113.566063,856.042297
78.000000,99.737842,531.710999,-108.562050,856.041390
79.000000,104.737816,531.695071,-103.560027,856.036478
80.000000,109.737791,531.679143,-98.560012,856.034560
81.000000,114.737766,531.663214,-93.559004,856.035645
82.000000,119.737740,531.647286,-88.558984,856.031728
83.000000,124.737715,531.631358,-83.551981,856.034829
84.000000,129.737690,531.615430,-78.549963,856.031917
85.000000,134.737664,531.599501,-73.547956,856.033004
86.000000,139.737639,531.583573,-68.543935,856.029097
87.000000,144.737613,531.567645,-63.545912,856.024175
88.000000,149.737588,531.551717,-58.545907,856.026257
89.000000,154.737563,531.535789,-53.542895,856.025348
90.000000,159.737537,531.519860,-48.541882,856.024433
91.000000,164.737512,531.503932,-43.541859,856.019515
92.000000,169.737487,531.488004,-38.541841,856.016598
93.000000,174.737461,531.472076,-33.541841,856.020680
94.000000,179.737436,531.456147,-28.541821,856.016763
95.000000,184.737410,531.440219,-23.543803,856.013840
96.000000,-45.245494,537.172893,-253.564618,861.107015
97.000000,-40.245520,537.156965,-248.567600,861.104090
98.000000,-30.245570,537.125108,-238.569570,861.100250
99.000000,-25.245596,537.109180,-233.572544,861.094324
100.000000,-20.245621,537.093252,-228.576528,861.092396
101.000000,-15.245646,537.077323,-223.581503,861.086466
102.000000,-10.245672,537.061395,-218.582495,861.087546
103.000000,-0.245723,537.029539,-208.581459,861.081713
104.000000,4.754252,537.013610,-203.582426,861.072793
105.000000,14.754201,536.981754,-193.584416,861.076953
106.000000,19.754176,536.965826,-188.582398,861.074041
107.000000,24.754151,536.949897,-183.585372,861.068116
108.000000,29.754125,536.933969,-178.582357,861.066206
109.000000,34.754100,536.918041,-173.585349,861.067281
110.000000,39.754074,536.902113,-168.584331,861.064366
111.000000,44.754049,536.886184,-163.582316,861.062454
112.000000,49.754024,536.870256,-158.581293,861.057539
113.000000,54.753998,536.854328,-153.580280,861.056624
114.000000,59.753973,536.838400,-148.581265,861.054704
115.000000,64.753948,536.822471,-143.577247,861.051797
116.000000,69.753922,536.806543,-138.572224,861.046892
117.000000,74.753897,536.790615,-133.571214,861.046978
118.000000,79.753871,536.774687,-128.569204,861.047065
119.000000,84.753846,536.758759,-123.567180,861.042153
120.000000,89.753821,536.742830,-118.569162,861.039230
121.000000,94.753795,536.726902,-113.566158,861.041321
122.000000,99.753770,536.710974,-108.564137,861.037408
123.000000,104.753745,536.695046,-103.562127,861.037496
124.000000,109.753719,536.679117,-98.562109,861.034579
125.000000,114.753694,536.663189,-93.557099,861.034674
126.000000,119.753668,536.647261,-88.553092,861.035767
127.000000,124.753643,536.631333,-83.547068,861.030866
128.000000,129.753618,536.615404,-78.557040,861.023922
129.000000,134.753592,536.599476,-73.550046,861.030023
130.000000,139.753567,536.583548,-68.548028,861.027111
131.000000,144.753542,536.567620,-63.550002,861.021188
132.000000,149.753516,536.551691,-58.546000,861.024281
133.000000,154.753491,536.535763,-53.545987,861.023363
134.000000,159.753466,536.519835,-48.541979,861.024456
135.000000,164.753440,536.503907,-43.545956,861.019528
136.000000,169.753415,536.487978,-38.541933,861.014621
137.000000,174.753389,536.472050,-33.541923,861.014704
138.000000,179.753364,536.456122,-28.543918,861.016781
139.000000,184.753339,536.440194,-23.543900,861.013864
140.000000,189.753313,536.424265,-18.547880,861.009936
141.000000,-55.229515,542.204724,-263.554752,866.112900
142.000000,-50.229541,542.188796,-258.561728,866.107964
143.000000,-45.229566,542.172867,-253.561716,866.107047
144.000000,-40.229591,542.156939,-248.565700,866.105119
145.000000,-35.229617,542.141011,-243.568682,866.102193
146.000000,-25.229668,542.109154,-233.570649,866.097353
147.000000,-20.229693,542.093226,-228.576634,866.095420
148.000000,-15.229718,542.077298,-223.579605,866.088495
149.000000,-10.229744,542.061370,-218.581593,866.087572
150.000000,-5.229769,542.045441,-213.579580,866.086660
151.000000,-0.229794,542.029513,-208.579559,866.082742
152.000000,4.770180,542.013585,-203.584547,866.081812
153.000000,9.770155,541.997657,-198.585521,866.075892
154.000000,14.770130,541.981729,-193.585513,866.076974
