pointNum,X_target,Y_target,X_real,Y_real
0.000000,-55.277300,527.204800,-51.255563,687.894686
1.000000,-50.277325,527.188872,-46.263888,687.833149
2.000000,-45.277351,527.172944,-41.264230,687.769542
3.000000,-40.277376,527.157015,-36.268493,687.714970
4.000000,-35.277401,527.141087,-31.272836,687.651398
5.000000,-30.277427,527.125159,-26.278143,687.591834
6.000000,-25.277452,527.109231,-21.278433,687.534227
7.000000,-20.277478,527.093302,-16.281731,687.475646
8.000000,-15.277503,527.077374,-11.284065,687.413056
9.000000,-10.277528,527.061446,-6.286337,687.357466
10.000000,-5.277554,527.045518,-1.286653,687.296859
11.000000,-0.277579,527.029589,3.711049,687.238270
12.000000,4.722396,527.013661,8.710750,687.179662
13.000000,9.722370,526.997733,13.707425,687.118081
14.000000,14.722345,526.981805,18.709144,687.061457
15.000000,19.722319,526.965876,23.710828,687.000832
16.000000,24.722294,526.949948,28.706529,686.942260
17.000000,29.722269,526.934020,33.707222,686.882644
18.000000,34.722243,526.918092,38.709923,686.824011
19.000000,39.722218,526.902163,43.708625,686.765412
20.000000,44.722193,526.886235,48.709335,686.707796
21.000000,49.722167,526.870307,53.709010,686.646189
22.000000,54.722142,526.854379,58.712711,686.587547
23.000000,64.722091,526.822522,68.716123,686.471298
24.000000,69.722066,526.806594,73.713789,686.408708
25.000000,74.722040,526.790666,78.715508,686.352084
26.000000,79.722015,526.774737,83.720227,686.295433
27.000000,84.721990,526.758809,88.715902,686.233861
28.000000,94.721939,526.726953,98.721322,686.118594
29.000000,99.721914,526.711025,103.728032,686.060925
30.000000,104.721888,526.695096,108.721708,685.999371
31.000000,109.721863,526.679168,113.731452,685.945676
32.000000,114.721837,526.663240,118.731171,685.889069
33.000000,119.721812,526.647312,123.727829,685.825488
34.000000,124.721787,526.631383,128.734556,685.769820
35.000000,129.721761,526.615455,133.739232,685.708169
36.000000,134.721736,526.599527,138.738977,685.654562
37.000000,139.721711,526.583599,143.740678,685.595937
38.000000,144.721685,526.567670,148.738371,685.536347
39.000000,149.721660,526.551742,153.740063,685.476723
40.000000,154.721634,526.535814,158.744765,685.418072
41.000000,159.721609,526.519886,163.743483,685.361473
42.000000,164.721584,526.503957,168.741176,685.301884
43.000000,169.721558,526.488029,173.742895,685.245259
44.000000,174.721533,526.472101,178.743614,685.188643
45.000000,179.721508,526.456173,183.743324,685.131036
46.000000,189.721457,526.424316,193.739701,685.010848
47.000000,-55.261372,532.204775,-51.195906,692.894334
48.000000,-50.261397,532.188846,-46.205274,692.827805
49.000000,-45.261423,532.172918,-41.212555,692.771259
50.000000,-40.261448,532.156990,-36.212880,692.709652
