pointNum,X_target,Y_target,X_real,Y_real
0.000000,-55.277300,527.204800,-266.001867,527.464770
1.000000,-50.277325,527.188872,-261.010358,527.533846
2.000000,-45.277351,527.172944,-256.010816,527.601061
3.000000,-40.277376,527.157015,-251.015430,527.677205
4.000000,-35.277401,527.141087,-246.019888,527.744350
5.000000,-30.277427,527.125159,-241.025414,527.815478
6.000000,-25.277452,527.109231,-236.025977,527.888692
7.000000,-20.277478,527.093302,-231.029522,527.960854
8.000000,-15.277503,527.077374,-226.031997,528.029034
9.000000,-10.277528,527.061446,-221.034594,528.104214
10.000000,-5.277554,527.045518,-216.035104,528.174428
11.000000,-0.277579,527.029589,-211.037649,528.246608
12.000000,4.722396,527.013661,-206.038194,528.318822
13.000000,9.722370,526.997733,-201.041686,528.387985
14.000000,14.722345,526.981805,-196.040266,528.462234
15.000000,19.722319,526.965876,-191.038777,528.532484
16.000000,24.722294,526.949948,-186.043321,528.604628
17.000000,29.722269,526.934020,-181.042849,528.675861
18.000000,34.722243,526.918092,-176.040395,528.748127
19.000000,39.722218,526.902163,-171.041940,528.820324
20.000000,44.722193,526.886235,-166.041503,528.893556
21.000000,49.722167,526.870307,-161.041995,528.962771
22.000000,54.722142,526.854379,-156.038541,529.035055
23.000000,64.722091,526.822522,-146.035649,529.180554
24.000000,69.722066,526.806594,-141.038124,529.248734
25.000000,74.722040,526.790666,-136.036705,529.322983
26.000000,79.722015,526.774737,-131.032286,529.397284
27.000000,84.721990,526.758809,-126.036778,529.466430
28.000000,94.721939,526.726953,-116.031904,529.612963
29.000000,99.721914,526.711025,-111.025467,529.686299
30.000000,104.721888,526.695096,-106.031959,529.755410
31.000000,109.721863,526.679168,-101.022593,529.832798
32.000000,114.721837,526.663240,-96.023173,529.907012
33.000000,119.721812,526.647312,-91.026631,529.974175
34.000000,124.721787,526.631383,-86.020229,530.049511
35.000000,129.721761,526.615455,-81.015723,530.118813
36.000000,134.721736,526.599527,-76.016355,530.196027
37.000000,139.721711,526.583599,-71.014901,530.268276
38.000000,144.721685,526.567670,-66.017428,530.339456
39.000000,149.721660,526.551742,-61.015956,530.410706
40.000000,154.721634,526.535814,-56.011502,530.483007
41.000000,159.721609,526.519886,-51.013082,530.557204
42.000000,164.721584,526.503957,-46.015609,530.628384
43.000000,169.721558,526.488029,-41.014189,530.702633
44.000000,174.721533,526.472101,-36.013770,530.776864
45.000000,179.721508,526.456173,-31.014332,530.850079
46.000000,189.721457,526.424316,-21.018370,530.991456
47.000000,-55.261372,532.204775,-266.073181,532.464333
48.000000,-50.261397,532.188846,-261.082585,532.528392
49.000000,-45.261423,532.172918,-256.090164,532.602484
50.000000,-40.261448,532.156990,-251.090657,532.671699
51.000000,-35.261473,532.141062,-246.093219,532.744878
52.000000,-30.261499,532.125133,-241.101710,532.813954
53.000000,-25.261524,532.109205,-236.099256,532.886221
54.000000,-20.261549,532.093277,-231.100784,532.957418
55.000000,-15.261575,532.077349,-226.100346,533.030650
56.000000,-10.261600,532.061420,-221.107890,533.102742
57.000000,-5.261625,532.045492,-216.108435,533.174956
58.000000,-0.261651,532.029564,-211.110928,533.244136
59.000000,4.738324,532.013636,-206.113490,533.317316
60.000000,9.738298,531.997707,-201.112983,533.386548
61.000000,14.738273,531.981779,-196.111563,533.460797
62.000000,19.738248,531.965851,-191.112056,533.530012
63.000000,24.738222,531.949923,-186.118583,533.601122
64.000000,29.738197,531.933995,-181.114129,533.673424
65.000000,34.738172,531.918066,-176.113622,533.742656
66.000000,39.738146,531.902138,-171.114237,533.818870
67.000000,44.738121,531.886210,-166.114799,533.892084
68.000000,49.738095,531.870282,-161.114275,533.960317
69.000000,54.738070,531.854353,-156.115802,534.031514
70.000000,59.738045,531.838425,-151.109418,534.107850
71.000000,64.738019,531.822497,-146.108911,534.177082
72.000000,69.737994,531.806569,-141.111438,534.248262
73.000000,74.737969,531.790640,-136.107984,534.320546
74.000000,79.737943,531.774712,-131.106634,534.398795
75.000000,84.737918,531.758784,-126.107110,534.467010
76.000000,89.737892,531.742856,-121.105620,534.537260
77.000000,94.737867,531.726927,-116.104218,534.612509
78.000000,99.737842,531.710999,-111.100781,534.685793
79.000000,104.737816,531.695071,-106.099274,534.755042
80.000000,109.737791,531.679143,-101.099819,534.827257
81.000000,114.737766,531.663214,-96.099417,534.902488
82.000000,119.737740,531.647286,-91.099927,534.972703
83.000000,124.737715,531.631358,-86.093561,535.050039
84.000000,129.737690,531.615430,-81.092089,535.121289
85.000000,134.737664,531.599501,-76.090687,535.196538
86.000000,139.737639,531.583573,-71.087197,535.266822
87.000000,144.737613,531.567645,-66.089690,535.336002
